smiles,logP,qed,SAS,iupac
"O=S(=O)(c1ccc(S(=O)(=O)N2CCC[NH+](Cc3ccc(F)cc3)CC2)cc1)N1CCCC1
",1.0897,0.67758379973,3.4747750415486003,"1-[(4-fluorophenyl)methyl]-4-(4-pyrrolidin-1-ylsulfonylphenyl)sulfonyl-1,4-diazepan-1-ium"
"O=c1c2cc(Cl)c(Br)cc2ncn1C[C@@H](O)CNc1ccc(Cl)cc1
",3.9388,0.6062609498179999,2.824481779623474,7-bromo-6-chloro-3-[(2S)-3-(4-chloroanilino)-2-hydroxypropyl]quinazolin-4-one
"CC[C@H](C)n1cnc2sc(C(C)=O)c(C)c2c1=O
",2.94002,0.793555135369,2.949713689218965,"6-acetyl-3-[(2S)-butan-2-yl]-5-methylthieno[2,3-d]pyrimidin-4-one"
"O=C(Cn1cnc(S(=O)(=O)N2CCCC2)c1)Nc1cccc2c1CCCC2
",2.1851,0.8535177584379999,2.476259689648672,"2-(4-pyrrolidin-1-ylsulfonylimidazol-1-yl)-N-(5,6,7,8-tetrahydronaphthalen-1-yl)acetamide"
"C[NH+]1CCN(Cc2ccc(OC3CCCC3)cc2)C[C@@H]1CCO
",1.0893,0.835062051012,3.900491590645376,2-[(2S)-4-[(4-cyclopentyloxyphenyl)methyl]-1-methylpiperazin-1-ium-2-yl]ethanol
"N#C/C(=C\c1cc(Br)cs1)C(=O)Nc1cc2c(cc1[N+](=O)[O-])OCCO2
",3.73568,0.328426222829,2.7728117866185613,"(E)-3-(4-bromothiophen-2-yl)-2-cyano-N-(6-nitro-2,3-dihydro-1,4-benzodioxin-7-yl)prop-2-enamide"
"COC(=O)c1ccc(-c2ccc(/C=N\Nc3ccc([N+](=O)[O-])cn3)o2)cc1
",3.4824,0.299995248671,2.349242645154704,methyl 4-[5-[(Z)-[(5-nitro-2-pyridinyl)hydrazinylidene]methyl]furan-2-yl]benzoate
"C[C@@H](NC(=O)[C@@H]1CSCN1C(=O)CC(C)(C)C)c1ccccn1
",2.5965,0.916101617078,3.2665076641241337,"(4R)-3-(3,3-dimethylbutanoyl)-N-[(1R)-1-pyridin-2-ylethyl]-1,3-thiazolidine-4-carboxamide"
"Cc1ccc([C@H]2CC(=O)Nc3c2cnn3-c2ccc(C)cc2)cc1
",3.96324,0.7505891202959999,2.823690389959543,"(4R)-1,4-bis(4-methylphenyl)-5,7-dihydro-4H-pyrazolo[5,4-b]pyridin-6-one"
"C[NH+](CCOc1ccccc1)CC(=O)N1CCN(S(C)(=O)=O)CC1
",-1.3161,0.6953126990549999,3.409752407630388,methyl-[2-(4-methylsulfonylpiperazin-1-yl)-2-oxoethyl]-(2-phenoxyethyl)azanium
"N#Cc1ccccc1CSc1nnnn1-c1ccc(O)cc1
",2.53188,0.743881096927,2.185574559109833,2-[[1-(4-hydroxyphenyl)tetrazol-5-yl]sulfanylmethyl]benzonitrile
"C[C@H]1C=[N+]2C(=N)/C(=C/c3ccc(OC(=O)c4ccc(F)cc4)c(Br)c3)C(=O)N=C2S1
",4.28287,0.290947616447,3.56981721354766,"[2-bromo-4-[(Z)-[(2S)-5-imino-2-methyl-7-oxo-2H-[1,3]thiazolo[3,2-a]pyrimidin-4-ium-6-ylidene]methyl]phenyl] 4-fluorobenzoate"
"Cc1cc(C)c2c(CNC(=O)c3ccccc3Br)cc(=O)oc2c1
",4.10234,0.663930681586,2.163697557147307,"2-bromo-N-[(5,7-dimethyl-2-oxochromen-4-yl)methyl]benzamide"
"COc1cc(C(=O)N(C)Cc2ccc(Cl)s2)ccc1OCc1cscn1
",4.7178,0.5421870058380001,2.385646745180916,"N-[(5-chlorothiophen-2-yl)methyl]-3-methoxy-N-methyl-4-(1,3-thiazol-4-ylmethoxy)benzamide"
"COc1ccc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)cc1OC
",5.13892,0.407023587124,3.6977534372368366,"(9R,10S,11R)-9-(3,4-dimethoxyphenyl)-4-methyl-11-thiophen-2-yl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(17),2(7),3,5,13,15-hexaene"
"CCCCN(CC)C(=O)CNC(=O)c1ccc2c(c1)OCO2
",1.7937,0.8397056940880001,2.0808427120254667,"N-[2-[butyl(ethyl)amino]-2-oxoethyl]-1,3-benzodioxole-5-carboxamide"
"CCc1cc(N2CCC(CC(=O)NC)CC2)n2nc(C)c(C)c2n1
",2.26104,0.936491426783,2.7007113344148177,"2-[1-(5-ethyl-2,3-dimethylpyrazolo[1,5-a]pyrimidin-7-yl)piperidin-4-yl]-N-methylacetamide"
"CC(=O)c1sc(NN=Cc2ccccc2O)nc1C
",2.80572,0.50765526442,2.3738701336551404,"1-[2-[2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-4-methyl-1,3-thiazol-5-yl]ethanone"
"CC(=O)Nc1ccc(C(C)=O)cc1OCc1ccc(Br)cc1
",4.1891,0.779971588145,1.7957215917390883,N-[4-acetyl-2-[(4-bromophenyl)methoxy]phenyl]acetamide
"CC[C@H](NC(=O)NCC(=O)NCc1ccco1)c1ccc(Cl)cc1
",2.9997,0.7106972627339999,2.5194180016062084,2-[[(1S)-1-(4-chlorophenyl)propyl]carbamoylamino]-N-(furan-2-ylmethyl)acetamide
"Cc1cc(C)c(-c2ccc([C@H](O)CN3CCOCC3)cc2)c(C)c1
",3.64446,0.906822095189,2.523195150927476,"(1S)-2-morpholin-4-yl-1-[4-(2,4,6-trimethylphenyl)phenyl]ethanol"
"Cc1ccc(OCC(=O)Oc2ccc(C(=O)Nc3ccccc3)cc2)cc1
",4.23172,0.505885819062,1.652491642311395,[4-(phenylcarbamoyl)phenyl] 2-(4-methylphenoxy)acetate
"Cc1ccc(C)c(S(=O)(=O)NC[C@H]2COc3ccccc3O2)c1
",2.42174,0.933163791691,2.556693258094376,"N-[[(3S)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-2,5-dimethylbenzenesulfonamide"
"O=C(NC[C@H](O)c1ccc(F)cc1)c1ccc(N2CCCC2=O)cc1
",2.4159,0.876746220902,2.3865413060125764,N-[(2R)-2-(4-fluorophenyl)-2-hydroxyethyl]-4-(2-oxopyrrolidin-1-yl)benzamide
"O=C([O-])c1cccnc1-c1ccccn1
",0.5071,0.720409872482,2.502948861201056,2-pyridin-2-ylpyridine-3-carboxylate
"COC(=O)c1c(N)c2cc(F)ccc2n1C
",1.6862,0.752769007035,2.2693534842928766,methyl 3-amino-5-fluoro-1-methylindole-2-carboxylate
"Cc1ccc(CC(=O)Nc2nnc(-c3ccno3)o2)cc1
",2.21422,0.79113824037,2.3635374413653345,"2-(4-methylphenyl)-N-[5-(1,2-oxazol-5-yl)-1,3,4-oxadiazol-2-yl]acetamide"
"NNC(=O)COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1
",3.4902,0.276907594197,2.643744152290457,2-[4-[4-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrazol-3-yl]-3-hydroxyphenoxy]acetohydrazide
"Cc1cc(OCC(=O)c2ccccc2)cc2c1C(=O)/C(=C/c1cccc(F)c1)O2
",5.01202,0.436422340111,2.337482159704729,(2Z)-2-[(3-fluorophenyl)methylidene]-4-methyl-6-phenacyloxy-1-benzofuran-3-one
"Cc1ccc(/C=C/C(=O)N2CCC3(CC2)OCCO3)o1
",1.96672,0.779740072577,3.0746875665760487,"(E)-1-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-3-(5-methylfuran-2-yl)prop-2-en-1-one"
"O=C(NC1CC1)C(=O)N1CCN(c2ccc(F)cc2)CC1
",0.7529,0.8320863460860001,1.9477953805364727,N-cyclopropyl-2-[4-(4-fluorophenyl)piperazin-1-yl]-2-oxoacetamide
"Cc1nn(-c2ccc(F)c(F)c2)c2ncc3c(c12)C(=O)N(c1cccc2ccccc12)C3=O
",4.96092,0.348631345075,2.508433025758185,"5-(3,4-difluorophenyl)-3-methyl-11-naphthalen-1-yl-4,5,7,11-tetrazatricyclo[7.3.0.02,6]dodeca-1,3,6,8-tetraene-10,12-dione"
"COc1cccc2c1OCC/C2=N\NC(=O)COc1ccccc1C
",2.68542,0.846299227491,2.3178531592535645,"N-[(E)-(8-methoxy-2,3-dihydrochromen-4-ylidene)amino]-2-(2-methylphenoxy)acetamide"
"CC(C)CCNC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12
",4.5335,0.636532952996,2.0191951859293567,2-[1-[(4-fluorophenyl)methyl]indol-3-yl]-N-(3-methylbutyl)acetamide
"Cc1cc(NC(=O)[C@@H](C)SCC(=O)Nc2cccc(C(F)(F)F)c2)no1
",3.70072,0.767681615246,2.696173730480528,"(2R)-N-(5-methyl-1,2-oxazol-3-yl)-2-[2-oxo-2-[3-(trifluoromethyl)anilino]ethyl]sulfanylpropanamide"
"Cc1cc(C=O)c(O)c([N+](=O)[O-])c1
",1.42132,0.429066531056,2.3254718767056595,2-hydroxy-5-methyl-3-nitrobenzaldehyde
"Cc1ccc(NC(=O)COC(=O)/C(C#N)=C/c2ccccc2)c(Br)c1
",3.8464,0.45590808614,2.1159187087041147,[2-(2-bromo-4-methylanilino)-2-oxoethyl] (E)-2-cyano-3-phenylprop-2-enoate
"Cc1ccccc1Cn1c(CNC(=O)CCc2ccccc2)nc2ccccc21
",4.64202,0.482852564382,1.9274325233311809,N-[[1-[(2-methylphenyl)methyl]benzimidazol-2-yl]methyl]-3-phenylpropanamide
"Cc1cc2c(F)c(F)c(F)c(F)c2[nH]1
",3.03272,0.380260461629,2.7400190472305983,"4,5,6,7-tetrafluoro-2-methyl-1H-indole"
"COc1ccc(-c2ccc(OCCNC(=O)c3cc4ccccc4oc3=O)nn2)cc1
",3.0674,0.35970522077,2.239116011294705,N-[2-[6-(4-methoxyphenyl)pyridazin-3-yl]oxyethyl]-2-oxochromene-3-carboxamide
"CNc1cncc([C@@H]2CCCN2S(=O)(=O)c2cn[nH]c2)n1
",0.7672,0.878619698749,3.417516691351528,N-methyl-6-[(2S)-1-(1H-pyrazol-4-ylsulfonyl)pyrrolidin-2-yl]pyrazin-2-amine
"O=C1C[C@@H](c2cccc(Oc3ccccc3)c2)c2cc3c(cc2N1)OCO3
",4.6817,0.704858524052,2.716682878911227,"(8S)-8-(3-phenoxyphenyl)-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]quinolin-6-one"
"Cc1cc(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCCCO3)c(C)n1C1CC1
",4.29424,0.527218400636,2.4946377221774565,"[2-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)-2-oxoethyl] 6-chloro-3,4-dihydro-2H-1,5-benzodioxepine-8-carboxylate"
"O=C(CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccccc2F)CC1
",4.1513,0.58279265328,2.2781243514537657,4-chloro-N-cyclohexyl-N-[2-[4-(2-fluorophenyl)piperazin-1-yl]-2-oxoethyl]benzenesulfonamide
"CCCC[NH2+][C@@H](C)[C@@H]1COc2ccccc2O1
",1.5784,0.794842673621,3.985079370950042,"butyl-[(1S)-1-[(3R)-2,3-dihydro-1,4-benzodioxin-3-yl]ethyl]azanium"
"CCCN1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc(Cl)cc2)C1=O
",3.9162,0.6912624384360001,3.150209086999608,"(2R,8S)-2-(4-chlorophenyl)-6-propyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione"
"CCC1CCC(C(=O)c2cscc2C)CC1
",4.45562,0.677683457812,2.5551053984252565,(4-ethylcyclohexyl)-(4-methylthiophen-3-yl)methanone
"CCOC(=O)C1CCN(C(=O)[C@@H]2CCCc3sc(NC(=O)c4ccc5c(c4)OCO5)nc32)CC1
",3.3457,0.635453636657,3.0376659529813086,"ethyl 1-[(4R)-2-(1,3-benzodioxole-5-carbonylamino)-4,5,6,7-tetrahydro-1,3-benzothiazole-4-carbonyl]piperidine-4-carboxylate"
"Cc1ccc(OCC(=O)NNC(=O)c2ccc(NC(=O)C(C)C)cc2)cc1
",2.42952,0.681437166482,1.8159518079918675,2-methyl-N-[4-[[[2-(4-methylphenoxy)acetyl]amino]carbamoyl]phenyl]propanamide
"C=C(C)COc1ccc(-c2[nH]ncc2-c2ccc(OC)c(OC)c2)c(O)c1
",4.4214,0.5794493783829999,2.4407111845100857,"2-[4-(3,4-dimethoxyphenyl)-1H-pyrazol-5-yl]-5-(2-methylprop-2-enoxy)phenol"
"COc1ccc(OCC(=O)N[C@@H](C)c2ccc(F)c(F)c2)cc1
",3.2296,0.874548385681,2.179024334277809,"N-[(1S)-1-(3,4-difluorophenyl)ethyl]-2-(4-methoxyphenoxy)acetamide"
"CC(C)Oc1ccc(CNC(=O)NCc2ccc3c(c2)OCO3)cc1F
",3.341,0.8137754937289999,2.11438000921418,"1-(1,3-benzodioxol-5-ylmethyl)-3-[(3-fluoro-4-propan-2-yloxyphenyl)methyl]urea"
"CCn1nc(C(=O)O[C@@H](C)c2nc3ccccc3c(=O)[nH]2)c2ccccc2c1=O
",2.5709,0.535641939837,2.841647729776419,[(1S)-1-(4-oxo-3H-quinazolin-2-yl)ethyl] 3-ethyl-4-oxophthalazine-1-carboxylate
"C[C@@H](Sc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)C(=O)N(C)C
",3.3463,0.689941019058,3.0162205629111174,"(2R)-2-[[5-(4-chlorophenyl)-4-[[(2R)-oxolan-2-yl]methyl]-1,2,4-triazol-3-yl]sulfanyl]-N,N-dimethylpropanamide"
"COCc1cccc(CNC(=O)Cn2ccccc2=O)c1
",1.3111,0.880549733999,1.947927466586016,N-[[3-(methoxymethyl)phenyl]methyl]-2-(2-oxo-1-pyridinyl)acetamide
"O=C(NCc1ccccc1F)c1ccc(CN2C(=O)CCC2=O)cc1
",2.4047,0.8503979003859999,1.8931710628288627,"4-[(2,5-dioxopyrrolidin-1-yl)methyl]-N-[(2-fluorophenyl)methyl]benzamide"
"CC(C)(C)NC(=O)N1CCC(CNC(=O)c2cccc(Br)c2)CC1
",3.399,0.806561178791,2.1161698669270823,4-[[(3-bromobenzoyl)amino]methyl]-N-tert-butylpiperidine-1-carboxamide
"C[C@@H](c1ccc(-n2cncn2)cc1)N(C)C(=O)NCCCn1ccc2ccccc21
",4.0147,0.458051832519,2.890151639466568,"3-(3-indol-1-ylpropyl)-1-methyl-1-[(1S)-1-[4-(1,2,4-triazol-1-yl)phenyl]ethyl]urea"
"O=c1c(=O)n(-c2ccc(Br)cc2)ccn1Cc1ccccc1Cl
",3.4634,0.628019515839,2.1323480569975017,"1-(4-bromophenyl)-4-[(2-chlorophenyl)methyl]pyrazine-2,3-dione"
"C=C(C)COc1ccc(C(=O)Nc2cccc(N(C)C(C)=O)c2)cc1
",3.8765,0.787098922905,2.0469830087518943,N-[3-[acetyl(methyl)amino]phenyl]-4-(2-methylprop-2-enoxy)benzamide
"C[C@H](NC(=O)CN1C(=O)[C@H]2CCCC[C@@H]2C1=O)c1ccccc1
",2.039,0.869002201645,2.858727926646872,"2-[(3aS,7aS)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]-N-[(1S)-1-phenylethyl]acetamide"
"COc1ccc(C)c2sc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)nc12
",4.66642,0.422689921278,2.1192738084975016,"3-(benzenesulfonamido)-N-(4-methoxy-7-methyl-1,3-benzothiazol-2-yl)benzamide"
"Cc1ccc(C(=O)N(C)Cc2ccncc2)c(F)c1
",2.80132,0.842442076391,1.9000991612313385,"2-fluoro-N,4-dimethyl-N-(pyridin-4-ylmethyl)benzamide"
"CN(C)c1ccc(/C=C2\N=C(c3cccc([N+](=O)[O-])c3)OC2=O)cc1
",3.0053,0.366574400524,2.3220820054074114,"(4Z)-4-[[4-(dimethylamino)phenyl]methylidene]-2-(3-nitrophenyl)-1,3-oxazol-5-one"
"CO[C@H](CNCc1cn(C)nc1-c1cccc(Cl)c1)c1cccs1
",4.2793,0.654387964709,2.9821726642070363,(2R)-N-[[3-(3-chlorophenyl)-1-methylpyrazol-4-yl]methyl]-2-methoxy-2-thiophen-2-ylethanamine
"Cn1c(SCC(=O)N[C@@H](c2ccccc2)C2CC2)nnc1C1CC1
",3.0521,0.7767796871889999,2.690306010655984,"2-[(5-cyclopropyl-4-methyl-1,2,4-triazol-3-yl)sulfanyl]-N-[(R)-cyclopropyl(phenyl)methyl]acetamide"
"CS(=O)(=O)c1ccccc1C(=O)Nc1ccc(Cc2nc3ccccc3s2)cc1
",4.5429,0.4896737396100001,2.053747776016128,"N-[4-(1,3-benzothiazol-2-ylmethyl)phenyl]-2-methylsulfonylbenzamide"
"Cc1cccc(N2C(=O)C[C@@H](N(O)c3ccccc3)C2=O)c1C
",2.83114,0.69451830118,2.736264959277808,"(3R)-1-(2,3-dimethylphenyl)-3-(N-hydroxyanilino)pyrrolidine-2,5-dione"
"O=C(NC[C@@H]1CN(c2cccc(Cl)c2)C(=O)O1)c1ccccc1S(=O)(=O)C(F)F
",3.0915,0.729548313375,2.858617415517508,"N-[[(5R)-3-(3-chlorophenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]-2-(difluoromethylsulfonyl)benzamide"
"Cc1ccc(C(=O)N[C@@H]2[C@H]3CCC[C@H]3[C@H]2c2ccccc2)cn1
",3.70212,0.913033175955,3.3237241877031547,"6-methyl-N-[(1R,5S,6R,7S)-7-phenyl-6-bicyclo[3.2.0]heptanyl]pyridine-3-carboxamide"
"CC(C)CN(CC(C)C)C(=O)CSc1ncccc1N
",2.8965,0.779369775371,2.3919542569299,"2-[(3-amino-2-pyridinyl)sulfanyl]-N,N-bis(2-methylpropyl)acetamide"
"COc1ccc(F)cc1C(=O)COC(=O)c1csc(-c2ccc(C)cc2)n1
",4.30592,0.448066156239,2.0810409415951074,"[2-(5-fluoro-2-methoxyphenyl)-2-oxoethyl] 2-(4-methylphenyl)-1,3-thiazole-4-carboxylate"
"O=C(CCCNC(=O)N1CC(O)=Nc2ccccc21)Nc1ccc(Oc2ccccc2)cc1
",5.0154,0.427028269741,2.470596814628889,"3-oxo-N-[4-oxo-4-(4-phenoxyanilino)butyl]-2,4-dihydroquinoxaline-1-carboxamide"
"Cc1ccc(NC(=O)Cc2nc(-c3cccc(Br)c3)cs2)cc1
",5.06222,0.652254673839,1.923678933812996,"2-[4-(3-bromophenyl)-1,3-thiazol-2-yl]-N-(4-methylphenyl)acetamide"
"CC1CCN(S(=O)(=O)c2ccc3c(c2)[C@H]2C=CC[C@@H]2[C@H](c2cccnc2)N3)CC1
",4.3287,0.734813125036,3.5128705139093928,"(3aS,4R,9bS)-8-(4-methylpiperidin-1-yl)sulfonyl-4-pyridin-3-yl-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinoline"
"CCC(=O)Nc1nc(-c2ccc3c(c2)NC(=O)CO3)c(C)s1
",2.79792,0.906260712705,2.400559337335641,"N-[5-methyl-4-(3-oxo-4H-1,4-benzoxazin-6-yl)-1,3-thiazol-2-yl]propanamide"
"C[NH+](C)CCCn1c(=O)[nH]c2sc3c(c2c1=[NH2+])CC(C)(C)OC3
",-1.5632,0.668125518508,4.395847465281526,"3-(3-amino-12,12-dimethyl-5-oxo-11-oxa-8-thia-6-aza-4-azoniatricyclo[7.4.0.02,7]trideca-1(9),2(7),3-trien-4-yl)propyl-dimethylazanium"
"COc1cc2c(cc1OC)[C@H](c1cc3cccc(C)c3[nH]c1=O)N(C(=O)N1CCOCC1)CC2
",3.25342,0.634289350993,3.0873293655628355,"3-[(1R)-6,7-dimethoxy-2-(morpholine-4-carbonyl)-3,4-dihydro-1H-isoquinolin-1-yl]-8-methyl-1H-quinolin-2-one"
"O=C(NCCCc1nc(-c2ccc(Br)o2)no1)C1CC1
",2.5509,0.8160144198989999,2.3626210585493315,"N-[3-[3-(5-bromofuran-2-yl)-1,2,4-oxadiazol-5-yl]propyl]cyclopropanecarboxamide"
"O=C(c1cc(Cl)c2c(c1)OCO2)N1CCCc2cc(F)ccc21
",3.8008,0.772261045527,2.2759292834633453,"(7-chloro-1,3-benzodioxol-5-yl)-(6-fluoro-3,4-dihydro-2H-quinolin-1-yl)methanone"
"CCCn1cnc2sc(C)c(C)c2c1=O
",2.48484,0.7813770276459999,2.1920693289352493,"5,6-dimethyl-3-propylthieno[2,3-d]pyrimidin-4-one"
"Cc1cccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)c1
",3.59642,0.771559787301,1.8912072491777268,1-[(2-fluorophenyl)methyl]-N-(3-methylphenyl)-2-oxopyridine-3-carboxamide
"CC1=C(c2ccc(C(C)C)cc2)S(=O)(=O)N=C1N1CCC(C(=O)N2CCOCC2)CC1
",2.8537,0.709627380002,2.62108036142733,"[1-[4-methyl-1,1-dioxo-5-(4-propan-2-ylphenyl)-1,2-thiazol-3-yl]piperidin-4-yl]-morpholin-4-ylmethanone"
"CNC(=O)NCCn1c(C)nc2cc(C(=O)N3CCCCCC3)ccc21
",2.28992,0.882634000442,2.2263523584865297,1-[2-[5-(azepane-1-carbonyl)-2-methylbenzimidazol-1-yl]ethyl]-3-methylurea
"Fc1cccc(OC[C@@H]2CO2)c1
",1.6033,0.6448925711969999,2.277853682100952,(2S)-2-[(3-fluorophenoxy)methyl]oxirane
"Cn1ccs/c1=N\C(=O)Nc1ccccc1
",2.2194,0.808346679914,2.2935588432413088,"1-(3-methyl-1,3-thiazol-2-ylidene)-3-phenylurea"
"CCn1cc(NC(=O)[C@H](C)n2cccn2)cn1
",1.2992,0.875051194001,2.7964081142983765,(2S)-N-(1-ethylpyrazol-4-yl)-2-pyrazol-1-ylpropanamide
"Cc1ccc(C)n1-c1c(C(=O)O[C@H]2CCS(=O)(=O)c3ccccc32)cnn1C
",2.90314,0.627329161339,3.4233354676530285,"[(4S)-1,1-dioxo-3,4-dihydro-2H-thiochromen-4-yl] 5-(2,5-dimethylpyrrol-1-yl)-1-methylpyrazole-4-carboxylate"
"N#Cc1ccsc1NC(=O)COC(=O)c1cnccn1
",1.20528,0.857862343767,2.352061544379291,[2-[(3-cyanothiophen-2-yl)amino]-2-oxoethyl] pyrazine-2-carboxylate
"O=c1oc2ccccc2cc1SCc1ccccc1
",4.0853,0.509567952259,1.932685207260782,3-benzylsulfanylchromen-2-one
"C/C(=C/c1ccc(SC#N)cc1)[N+](=O)[O-]
",2.89728,0.336948276441,2.790628428372397,[4-[(Z)-2-nitroprop-1-enyl]phenyl] thiocyanate
"Cc1ccccc1Cn1cc(NS(=O)(=O)c2ccc(Br)cc2)cn1
",3.80312,0.679842710232,2.0229389125873034,4-bromo-N-[1-[(2-methylphenyl)methyl]pyrazol-4-yl]benzenesulfonamide
