smiles,logP,qed,SAS,iupac,selfies,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
O=S(=O)(Nc1ncn(Cc2ccc(Cl)c(Cl)c2)n1)c1ccc(Cl)cc1,4.0874,0.652908620292,2.162807719693125,"4-chloro-N-[1-[(3,4-dichlorophenyl)methyl]-1,2,4-triazol-3-yl]benzenesulfonamide",[O][=S][=Branch1][C][=O][Branch2][Ring1][#Branch2][N][C][N][=C][N][Branch1][S][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],417.70500000000004,4.087400000000002,76.88,1,5,5
O=Cc1ccc(-c2ccc(Cl)c(Br)c2)s1,4.6435,0.7056244405959999,2.4102737781445764,5-(3-bromo-4-chlorophenyl)thiophene-2-carbaldehyde,[O][=C][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Br][=C][Ring1][Branch2][S][Ring1][=N],301.592,4.643500000000001,17.07,0,2,2
COCc1c(C(=O)N(C)C[C@@H]2CCC[NH+](C)C2)cnn1-c1ncc(C)c(-c2cccs2)n1,1.84232,0.592273234992,4.3279690249240925,5-(methoxymethyl)-N-methyl-N-[[(3S)-1-methylpiperidin-1-ium-3-yl]methyl]-1-(5-methyl-4-thiophen-2-ylpyrimidin-2-yl)pyrazole-4-carboxamide,[C][O][C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][C@@H1][C][C][C][NH1+1][Branch1][C][C][C][Ring1][#Branch1][C][=N][N][Ring1][P][C][=N][C][=C][Branch1][C][C][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][Ring1][N],455.6080000000001,1.8423200000000004,77.58,1,7,7
Cc1ccccc1Cn1c(=O)c2c(nc3n(CCO)c(C)cn23)n(C)c1=O,0.80684,0.58761094987,2.598704423376484,"6-(2-hydroxyethyl)-4,7-dimethyl-2-[(2-methylphenyl)methyl]purino[7,8-a]imidazole-1,3-dione",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][=C][N][Branch1][Ring2][C][C][O][C][Branch1][C][C][=C][N][Ring1][N][Ring1][=Branch2][N][Branch1][C][C][C][Ring2][Ring1][C][=O],367.4090000000001,0.80684,86.45999999999998,1,8,4
CC(C)Cc1ccc([C@@H](C)C(=O)N[C@H](C(=O)[O-])C(C)C)cc1,1.8793,0.841219214376,3.153839789451117,(2S)-3-methyl-2-[[(2R)-2-[4-(2-methylpropyl)phenyl]propanoyl]amino]butanoate,[C][C][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][C],304.41,1.879299999999999,69.23,1,3,7
COc1cccc(C(=O)NC2CCN(C(=S)Nc3cc(C)ccc3C)CC2)c1,3.90324,0.741285371514,2.039491478450394,"N-[1-[(2,5-dimethylphenyl)carbamothioyl]piperidin-4-yl]-3-methoxybenzamide",[C][O][C][=C][C][=C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=S][N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][C][C][Ring1][P][=C][Ring2][Ring1][#Branch2],397.5440000000002,3.903240000000003,53.6,2,3,4
Cc1ccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccccc3)C2)c(OCc2ccccc2)c1,4.61342,0.5294251811399999,2.44980176813934,(3S)-1-(benzenesulfonyl)-N-(4-methyl-2-phenylmethoxyphenyl)piperidine-3-carboxamide,[C][C][=C][C][=C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][S],464.58700000000016,4.613420000000004,75.71000000000001,1,4,7
Cc1ccc(C(=O)Nc2ccc(N3CCCC3=O)cc2)cc1[N+](=O)[O-],3.28232,0.67160956835,1.9375189284843333,4-methyl-3-nitro-N-[4-(2-oxopyrrolidin-1-yl)phenyl]benzamide,[C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][C][=C][Ring1][N][C][=C][Ring2][Ring1][Branch1][N+1][=Branch1][C][=O][O-1],339.35100000000006,3.282320000000002,92.55000000000001,1,4,4
CC1(C)C[C@@H]2C[C@@](C)(CN2c2ncnc(NNC(=O)c3ccncc3)c2N)C1,2.6157,0.696413449368,4.249638361043111,"N'-[5-amino-6-[(1S,5R)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]pyrimidin-4-yl]pyridine-4-carbohydrazide",[C][C][Branch1][C][C][C][C@@H1][C][C@@][Branch1][C][C][Branch2][Ring1][=C][C][N][Ring1][=Branch1][C][=N][C][=N][C][Branch1][#C][N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Ring1][S][N][C][Ring2][Ring1][O],381.48400000000015,2.6157000000000004,109.06,3,7,4
O=S(=O)(c1ccc(S(=O)(=O)N2CCC[NH+](Cc3ccc(F)cc3)CC2)cc1)N1CCCC1,1.0897,0.67758379973,3.4747750415486003,"1-[(4-fluorophenyl)methyl]-4-(4-pyrrolidin-1-ylsulfonylphenyl)sulfonyl-1,4-diazepan-1-ium",[O][=S][=Branch1][C][=O][Branch2][Ring2][O][C][=C][C][=C][Branch2][Ring1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][NH1+1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][Branch2][N][C][C][C][C][Ring1][Branch1],482.62300000000033,1.0897000000000014,79.19999999999999,1,4,6
O=c1c2cc(Cl)c(Br)cc2ncn1C[C@@H](O)CNc1ccc(Cl)cc1,3.9388,0.6062609498179999,2.824481779623474,7-bromo-6-chloro-3-[(2S)-3-(4-chloroanilino)-2-hydroxypropyl]quinazolin-4-one,[O][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Br][C][=C][Ring1][Branch2][N][=C][N][Ring1][N][C][C@@H1][Branch1][C][O][C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],443.12800000000016,3.9388000000000014,67.15,2,5,5
CC[C@H](C)n1cnc2sc(C(C)=O)c(C)c2c1=O,2.94002,0.793555135369,2.949713689218965,"6-acetyl-3-[(2S)-butan-2-yl]-5-methylthieno[2,3-d]pyrimidin-4-one",[C][C][C@H1][Branch1][C][C][N][C][=N][C][S][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][Branch1][C][C][C][=Ring1][=Branch2][C][Ring1][=N][=O],264.34999999999997,2.9400200000000014,51.96,0,5,3
O=C(Cn1cnc(S(=O)(=O)N2CCCC2)c1)Nc1cccc2c1CCCC2,2.1851,0.8535177584379999,2.476259689648672,"2-(4-pyrrolidin-1-ylsulfonylimidazol-1-yl)-N-(5,6,7,8-tetrahydronaphthalen-1-yl)acetamide",[O][=C][Branch2][Ring1][=Branch2][C][N][C][=N][C][Branch1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=C][Ring1][=N][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][=Branch1],388.49300000000017,2.1851000000000003,84.3,1,5,5
C[NH+]1CCN(Cc2ccc(OC3CCCC3)cc2)C[C@@H]1CCO,1.0893,0.835062051012,3.900491590645376,2-[(2S)-4-[(4-cyclopentyloxyphenyl)methyl]-1-methylpiperazin-1-ium-2-yl]ethanol,[C][NH1+1][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][N][C][C@@H1][Ring2][Ring1][Ring1][C][C][O],319.46900000000005,1.0892999999999997,37.14,2,3,6
N#C/C(=C\c1cc(Br)cs1)C(=O)Nc1cc2c(cc1[N+](=O)[O-])OCCO2,3.73568,0.328426222829,2.7728117866185613,"(E)-3-(4-bromothiophen-2-yl)-2-cyano-N-(6-nitro-2,3-dihydro-1,4-benzodioxin-7-yl)prop-2-enamide",[N][#C][/C][=Branch1][N][=C][\C][=C][C][Branch1][C][Br][=C][S][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][C][C][O][Ring1][O],436.2430000000003,3.735680000000001,114.49000000000001,1,7,4
COC(=O)c1ccc(-c2ccc(/C=N\Nc3ccc([N+](=O)[O-])cn3)o2)cc1,3.4824,0.299995248671,2.349242645154704,methyl 4-[5-[(Z)-[(5-nitro-2-pyridinyl)hydrazinylidene]methyl]furan-2-yl]benzoate,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][Ring1][/C][=N][\N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][=Branch2][O][Ring1][P][C][=C][Ring2][Ring1][#Branch1],366.3330000000001,3.482400000000002,119.86,1,8,6
C[C@@H](NC(=O)[C@@H]1CSCN1C(=O)CC(C)(C)C)c1ccccn1,2.5965,0.916101617078,3.2665076641241337,"(4R)-3-(3,3-dimethylbutanoyl)-N-[(1R)-1-pyridin-2-ylethyl]-1,3-thiazolidine-4-carboxamide",[C][C@@H1][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@@H1][C][S][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],335.47299999999996,2.5965000000000007,62.300000000000004,1,4,4
Cc1ccc([C@H]2CC(=O)Nc3c2cnn3-c2ccc(C)cc2)cc1,3.96324,0.7505891202959999,2.823690389959543,"(4R)-1,4-bis(4-methylphenyl)-5,7-dihydro-4H-pyrazolo[5,4-b]pyridin-6-one",[C][C][=C][C][=C][Branch2][Ring1][N][C@H1][C][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch1][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch1],317.39200000000005,3.9632400000000025,46.92,1,3,2
C[NH+](CCOc1ccccc1)CC(=O)N1CCN(S(C)(=O)=O)CC1,-1.3161,0.6953126990549999,3.409752407630388,methyl-[2-(4-methylsulfonylpiperazin-1-yl)-2-oxoethyl]-(2-phenoxyethyl)azanium,[C][NH1+1][Branch1][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][C][Ring1][#Branch2],356.4680000000001,-1.3160999999999956,71.36000000000001,1,4,7
N#Cc1ccccc1CSc1nnnn1-c1ccc(O)cc1,2.53188,0.743881096927,2.185574559109833,2-[[1-(4-hydroxyphenyl)tetrazol-5-yl]sulfanylmethyl]benzonitrile,[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C][=N][N][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],309.35400000000004,2.53188,87.62,1,7,4
C[C@H]1C=[N+]2C(=N)/C(=C/c3ccc(OC(=O)c4ccc(F)cc4)c(Br)c3)C(=O)N=C2S1,4.28287,0.290947616447,3.56981721354766,"[2-bromo-4-[(Z)-[(2S)-5-imino-2-methyl-7-oxo-2H-[1,3]thiazolo[3,2-a]pyrimidin-4-ium-6-ylidene]methyl]phenyl] 4-fluorobenzoate",[C][C@H1][C][=N+1][C][=Branch1][C][=N][/C][=Branch2][Ring1][#C][=C][/C][=C][C][=C][Branch1][P][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch1][C][Br][=C][Ring1][P][C][=Branch1][C][=O][N][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N],487.3300000000001,4.282870000000003,82.59,1,5,3
Cc1cc(C)c2c(CNC(=O)c3ccccc3Br)cc(=O)oc2c1,4.10234,0.663930681586,2.163697557147307,"2-bromo-N-[(5,7-dimethyl-2-oxochromen-4-yl)methyl]benzamide",[C][C][=C][C][Branch1][C][C][=C][C][Branch1][S][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=C][C][=Branch1][C][=O][O][C][Ring2][Ring1][C][=C][Ring2][Ring1][#Branch1],386.2450000000001,4.102340000000003,59.31,1,3,3
COc1cc(C(=O)N(C)Cc2ccc(Cl)s2)ccc1OCc1cscn1,4.7178,0.5421870058380001,2.385646745180916,"N-[(5-chlorothiophen-2-yl)methyl]-3-methoxy-N-methyl-4-(1,3-thiazol-4-ylmethoxy)benzamide",[C][O][C][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][=C][C][=C][Ring1][P][O][C][C][=C][S][C][=N][Ring1][Branch1],408.93200000000013,4.717800000000003,51.66,0,6,7
COc1ccc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)cc1OC,5.13892,0.407023587124,3.6977534372368366,"(9R,10S,11R)-9-(3,4-dimethoxyphenyl)-4-methyl-11-thiophen-2-yl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(17),2(7),3,5,13,15-hexaene",[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C@@H1][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=N][C][=N][C][=N][N][Ring1][Branch1][C@@H1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C@@H1][Ring1][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][O][C],458.5430000000001,5.138920000000004,70.76,0,8,4
CCCCN(CC)C(=O)CNC(=O)c1ccc2c(c1)OCO2,1.7937,0.8397056940880001,2.0808427120254667,"N-[2-[butyl(ethyl)amino]-2-oxoethyl]-1,3-benzodioxole-5-carboxamide",[C][C][C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],306.3620000000001,1.7936999999999996,67.87,1,4,7
CCc1cc(N2CCC(CC(=O)NC)CC2)n2nc(C)c(C)c2n1,2.26104,0.936491426783,2.7007113344148177,"2-[1-(5-ethyl-2,3-dimethylpyrazolo[1,5-a]pyrimidin-7-yl)piperidin-4-yl]-N-methylacetamide",[C][C][C][C][=C][Branch2][Ring1][C][N][C][C][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][C][C][C][Ring1][O][N][N][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][N][=Ring2][Ring1][=Branch1],329.4480000000001,2.2610400000000004,62.53,1,5,4
CC(=O)c1sc(NN=Cc2ccccc2O)nc1C,2.80572,0.50765526442,2.3738701336551404,"1-[2-[2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-4-methyl-1,3-thiazol-5-yl]ethanone",[C][C][=Branch1][C][=O][C][S][C][Branch1][=N][N][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=N][C][=Ring1][#C][C],275.333,2.805720000000001,74.58,2,6,4
CC(=O)Nc1ccc(C(C)=O)cc1OCc1ccc(Br)cc1,4.1891,0.779971588145,1.7957215917390883,N-[4-acetyl-2-[(4-bromophenyl)methoxy]phenyl]acetamide,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][O][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],362.22299999999996,4.1891000000000025,55.400000000000006,1,3,5
CC[C@H](NC(=O)NCC(=O)NCc1ccco1)c1ccc(Cl)cc1,2.9997,0.7106972627339999,2.5194180016062084,2-[[(1S)-1-(4-chlorophenyl)propyl]carbamoylamino]-N-(furan-2-ylmethyl)acetamide,[C][C][C@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],349.818,2.9997000000000016,83.37,3,3,7
Cc1cc(C)c(-c2ccc([C@H](O)CN3CCOCC3)cc2)c(C)c1,3.64446,0.906822095189,2.523195150927476,"(1S)-2-morpholin-4-yl-1-[4-(2,4,6-trimethylphenyl)phenyl]ethanol",[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=C][C@H1][Branch1][C][O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][#C][C][Branch1][C][C][=C][Ring2][Ring1][#Branch1],325.45200000000006,3.6444600000000023,32.7,1,3,4
Cc1ccc(OCC(=O)Oc2ccc(C(=O)Nc3ccccc3)cc2)cc1,4.23172,0.505885819062,1.652491642311395,[4-(phenylcarbamoyl)phenyl] 2-(4-methylphenoxy)acetate,[C][C][=C][C][=C][Branch2][Ring1][#C][O][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][#Branch2],361.39700000000005,4.231720000000003,64.63,1,4,6
Cc1ccc(C)c(S(=O)(=O)NC[C@H]2COc3ccccc3O2)c1,2.42174,0.933163791691,2.556693258094376,"N-[[(3S)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-2,5-dimethylbenzenesulfonamide",[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][=C][Ring2][Ring1][=Branch1],333.40900000000005,2.4217400000000007,64.63000000000001,1,4,4
O=C(NC[C@H](O)c1ccc(F)cc1)c1ccc(N2CCCC2=O)cc1,2.4159,0.876746220902,2.3865413060125764,N-[(2R)-2-(4-fluorophenyl)-2-hydroxyethyl]-4-(2-oxopyrrolidin-1-yl)benzamide,[O][=C][Branch2][Ring1][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][C][=C][Ring1][N],342.3700000000002,2.4159000000000006,69.64,2,3,5
O=C([O-])c1cccnc1-c1ccccn1,0.5071,0.720409872482,2.502948861201056,2-pyridin-2-ylpyridine-3-carboxylate,[O][=C][Branch1][C][O-1][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],199.189,0.5070999999999999,65.91,0,4,2
COC(=O)c1c(N)c2cc(F)ccc2n1C,1.6862,0.752769007035,2.2693534842928766,methyl 3-amino-5-fluoro-1-methylindole-2-carboxylate,[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][Ring1][O][C],222.219,1.6862,57.25,1,4,1
Cc1ccc(CC(=O)Nc2nnc(-c3ccno3)o2)cc1,2.21422,0.79113824037,2.3635374413653345,"2-(4-methylphenyl)-N-[5-(1,2-oxazol-5-yl)-1,3,4-oxadiazol-2-yl]acetamide",[C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Branch2][C][=C][C][=N][O][Ring1][Branch1][O][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2],284.27500000000003,2.21422,94.05000000000001,1,6,4
NNC(=O)COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1,3.4902,0.276907594197,2.643744152290457,2-[4-[4-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrazol-3-yl]-3-hydroxyphenoxy]acetohydrazide,[N][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=N][NH1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][O][=C][Ring2][Ring1][#Branch1],426.78200000000015,3.4902000000000015,113.26,4,5,5
Cc1cc(OCC(=O)c2ccccc2)cc2c1C(=O)/C(=C/c1cccc(F)c1)O2,5.01202,0.436422340111,2.337482159704729,(2Z)-2-[(3-fluorophenyl)methylidene]-4-methyl-6-phenacyloxy-1-benzofuran-3-one,[C][C][=C][C][Branch1][#C][O][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][C][=Branch1][C][=O][/C][=Branch1][=N][=C][/C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][O][Ring1][=C],388.3940000000001,5.012020000000004,52.60000000000001,0,4,5
Cc1ccc(/C=C/C(=O)N2CCC3(CC2)OCCO3)o1,1.96672,0.779740072577,3.0746875665760487,"(E)-1-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-3-(5-methylfuran-2-yl)prop-2-en-1-one",[C][C][=C][C][=C][Branch2][Ring1][#Branch1][/C][=C][/C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1][O][Ring2][Ring1][Ring1],277.31999999999994,1.9667199999999998,51.910000000000004,0,4,2
