smiles,logP,qed,SAS,iupac,selfies,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
c1([C@H](C)N(C)C(c2cc(NC(C3CCCC3)=O)ccc2)=O)nccs1,4.105,0.843003143785,2.639229713379857,"3-(cyclopentanecarbonylamino)-N-methyl-N-[(1S)-1-(1,3-thiazol-2-yl)ethyl]benzamide",[C][Branch2][Ring2][Ring2][C@H1][Branch1][C][C][N][Branch1][C][C][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=N][N][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=O][=C][C][=C][Ring1][=C][=O][=N][C][=C][S][Ring2][Ring1][=Branch2],357.47900000000016,4.105000000000003,62.3,1,4,5
C1CCCC1C(=O)Nc1cccc(C(N(C)[C@H](c2nccs2)C)=O)c1,4.105,0.843003143785,2.639229713379857,"3-(cyclopentanecarbonylamino)-N-methyl-N-[(1S)-1-(1,3-thiazol-2-yl)ethyl]benzamide",[C][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring1][Ring2][C][Branch1][S][N][Branch1][C][C][C@H1][Branch1][Branch2][C][=N][C][=C][S][Ring1][Branch1][C][=O][=C][Ring1][P],357.47900000000016,4.105000000000003,62.3,1,4,5
C1C(CCC1)C(Nc1cc(C(N(C)[C@@H](C)c2nccs2)=O)ccc1)=O,4.105,0.843003143785,2.639229713379857,"3-(cyclopentanecarbonylamino)-N-methyl-N-[(1S)-1-(1,3-thiazol-2-yl)ethyl]benzamide",[C][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][Branch2][Ring1][S][N][C][=C][C][Branch2][Ring1][Ring2][C][Branch1][S][N][Branch1][C][C][C@@H1][Branch1][C][C][C][=N][C][=C][S][Ring1][Branch1][=O][=C][C][=C][Ring1][P][=O],357.47900000000016,4.105000000000003,62.3,1,4,5
s1c(ncc1)[C@H](C)N(C)C(c1cc(NC(C2CCCC2)=O)ccc1)=O,4.105,0.843003143785,2.639229713379857,"3-(cyclopentanecarbonylamino)-N-methyl-N-[(1S)-1-(1,3-thiazol-2-yl)ethyl]benzamide",[S][C][=Branch1][=Branch1][=N][C][=C][Ring1][Branch1][C@H1][Branch1][C][C][N][Branch1][C][C][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=N][N][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=O][=C][C][=C][Ring1][=C][=O],357.47900000000016,4.105000000000003,62.3,1,4,5
CC[C@H](COC)NC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[C][C][C@H1][Branch1][Ring2][C][O][C][N][C][=Branch1][C][=O][C][=C][C][C][Branch1][C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][N][S][Ring1][#C],343.45200000000006,3.5502200000000017,56.15,1,5,6
c12c(c(C)nn1-c1ccccc1)cc(s2)C(N[C@@H](COC)CC)=O,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[C][=C][Branch1][P][C][Branch1][C][C][=N][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][S][Ring1][#C][C][Branch1][#Branch2][N][C@@H1][Branch1][Ring2][C][O][C][C][C][=O],343.45200000000006,3.5502200000000017,56.15,1,5,6
s1c2c(c(nn2-c2ccccc2)C)cc1C(=O)N[C@H](CC)COC,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[S][C][=C][Branch1][P][C][=Branch1][=N][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Ring1][#C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][C][C][O][C],343.45200000000006,3.5502200000000017,56.15,1,5,6
n1c(c2cc(C(N[C@H](CC)COC)=O)sc2n1-c1ccccc1)C,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[N][=C][Branch2][Ring2][C][C][C][=C][Branch1][=C][C][Branch1][#Branch2][N][C@H1][Branch1][Ring1][C][C][C][O][C][=O][S][C][=Ring1][=C][N][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][C],343.45200000000006,3.5502200000000017,56.15,1,5,6
s1c2n(nc(c2cc1C(=O)N[C@H](CC)COC)C)-c1ccccc1,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[S][C][N][Branch2][Ring1][O][N][=C][Branch2][Ring1][Branch1][C][=Ring1][Branch1][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],343.45200000000006,3.5502200000000017,56.15,1,5,6
s1c(C(=O)N[C@@H](COC)CC)cc2c1n(nc2C)-c1ccccc1,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[S][C][Branch1][=C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring2][C][O][C][C][C][=C][C][=C][Ring1][=C][N][Branch1][=Branch1][N][=C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],343.45200000000006,3.5502200000000017,56.15,1,5,6
n1(-c2ccccc2)nc(C)c2c1sc(c2)C(N[C@@H](COC)CC)=O,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][C][C][C][=C][Ring1][N][S][C][=Branch1][Ring2][=C][Ring1][Branch1][C][Branch1][#Branch2][N][C@@H1][Branch1][Ring2][C][O][C][C][C][=O],343.45200000000006,3.5502200000000017,56.15,1,5,6
O(C[C@@H](CC)NC(=O)c1cc2c(n(nc2C)-c2ccccc2)s1)C,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[O][Branch2][Ring2][Branch1][C][C@@H1][Branch1][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][N][Branch1][=Branch1][N][=C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#C][C],343.45200000000006,3.5502200000000017,56.15,1,5,6
N(C(c1sc2n(-c3ccccc3)nc(c2c1)C)=O)[C@H](CC)COC,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[N][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch2][C][S][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][#Branch1][C][=Ring1][O][C][=Ring1][=C][C][=O][C@H1][Branch1][Ring1][C][C][C][O][C],343.45200000000006,3.5502200000000017,56.15,1,5,6
c1ccccc1-n1c2sc(cc2c(n1)C)C(N[C@@H](COC)CC)=O,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][S][C][=Branch1][N][=C][C][=Ring1][Branch1][C][=Branch1][Ring2][=N][Ring1][Branch2][C][C][Branch1][#Branch2][N][C@@H1][Branch1][Ring2][C][O][C][C][C][=O],343.45200000000006,3.5502200000000017,56.15,1,5,6
c1(cc2c(nn(c2s1)-c1ccccc1)C)C(=O)N[C@@H](COC)CC,3.5502199999999995,0.726807540167,2.7375010332804184,"N-[(2R)-1-methoxybutan-2-yl]-3-methyl-1-phenylthieno[3,2-d]pyrazole-5-carboxamide",[C][=Branch2][Ring1][#Branch2][=C][C][C][=Branch2][Ring1][Ring1][=N][N][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring2][C][O][C][C][C],343.45200000000006,3.5502200000000017,56.15,1,5,6
Cc1cc(NC(=O)N2CCC[C@@H]2Cc2ccccc2Cl)no1,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][C][=C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][O][Ring2][Ring1][Branch1],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
N1(CCC[C@@H]1Cc1ccccc1Cl)C(Nc1noc(C)c1)=O,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[N][Branch1][P][C][C][C][C@@H1][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Branch1][N][N][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][=O],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
N1(C(Nc2cc(C)on2)=O)[C@@H](Cc2c(cccc2)Cl)CCC1,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[N][Branch1][S][C][Branch1][N][N][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][=O][C@@H1][Branch1][=N][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][C][Ring2][Ring1][=Branch1],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
N(C(=O)N1[C@H](CCC1)Cc1c(cccc1)Cl)c1cc(C)on1,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[N][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
N1(CCC[C@@H]1Cc1c(Cl)cccc1)C(Nc1noc(C)c1)=O,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[N][Branch2][Ring1][Ring1][C][C][C][C@@H1][Ring1][Branch1][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][C][Branch1][N][N][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][=O],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
C([C@@H]1N(C(Nc2noc(C)c2)=O)CCC1)c1ccccc1Cl,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][Branch2][Ring1][=Branch2][C@@H1][N][Branch1][S][C][Branch1][N][N][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][=O][C][C][C][Ring1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
Cc1cc(NC(N2[C@@H](Cc3ccccc3Cl)CCC2)=O)no1,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][C][=C][C][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][C@@H1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][C][Ring1][=N][=O][=N][O][Ring2][Ring1][Branch1],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
c1c(c(ccc1)C[C@H]1CCCN1C(=O)Nc1cc(on1)C)Cl,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][=C][Branch2][Ring1][S][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][Branch1][Branch1][O][N][=Ring1][Branch1][C][Cl],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
c1ccc(Cl)c(c1)C[C@H]1CCCN1C(Nc1cc(on1)C)=O,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][C@H1][C][C][C][N][Ring1][Branch1][C][Branch1][N][N][C][C][=C][Branch1][Branch1][O][N][=Ring1][Branch1][C][=O],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
c1(ccccc1Cl)C[C@H]1CCCN1C(Nc1noc(C)c1)=O,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][=Branch1][=Branch2][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C@H1][C][C][C][N][Ring1][Branch1][C][Branch1][N][N][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][=O],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
c1(cc(NC(=O)N2[C@H](CCC2)Cc2c(cccc2)Cl)no1)C,3.8754199999999996,0.903595259914,2.6770703841500723,"(2R)-2-[(2-chlorophenyl)methyl]-N-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-1-carboxamide",[C][=Branch2][Ring2][Branch1][=C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][Cl][=N][O][Ring2][Ring1][Branch1][C],319.7920000000001,3.8754200000000023,58.37000000000001,1,3,3
Cc1cc(CN(C)c2ccc(S(=O)(=O)N3CCOCC3)cc2[N+](=O)[O-])no1,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[C][C][=C][C][Branch2][Ring2][Ring2][C][N][Branch1][C][C][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][#C][N+1][=Branch1][C][=O][O-1][=N][O][Ring2][Ring1][#Branch2],396.4250000000001,1.5485200000000001,119.02,0,8,6
O1CCN(CC1)S(c1ccc(N(C)Cc2cc(C)on2)c(c1)[N+](=O)[O-])(=O)=O,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[O][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][Branch2][Ring1][P][C][=C][C][=C][Branch1][S][N][Branch1][C][C][C][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][N+1][=Branch1][C][=O][O-1][=Branch1][C][=O][=O],396.4250000000001,1.5485200000000001,119.02,0,8,6
c1(cc([N+](=O)[O-])c(N(Cc2cc(on2)C)C)cc1)S(=O)(N1CCOCC1)=O,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[C][=Branch2][Ring1][P][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][S][N][Branch1][N][C][C][C][=C][Branch1][Branch1][O][N][=Ring1][Branch1][C][C][C][=C][Ring2][Ring1][C][S][=Branch1][C][=O][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O],396.4250000000001,1.5485200000000001,119.02,0,8,6
c1c(cc(c(c1)N(Cc1cc(C)on1)C)[N+]([O-])=O)S(N1CCOCC1)(=O)=O,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[C][=C][Branch2][Ring1][S][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][N][C][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][N+1][Branch1][C][O-1][=O][S][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=Branch1][C][=O][=O],396.4250000000001,1.5485200000000001,119.02,0,8,6
o1c(cc(n1)CN(c1c(cc(cc1)S(=O)(N1CCOCC1)=O)[N+](=O)[O-])C)C,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[O][C][=Branch2][Ring2][#C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][N][Branch2][Ring2][C][C][=C][Branch2][Ring1][Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][N+1][=Branch1][C][=O][O-1][C][C],396.4250000000001,1.5485200000000001,119.02,0,8,6
c1c(cc([N+]([O-])=O)c(N(C)Cc2noc(C)c2)c1)S(=O)(=O)N1CCOCC1,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[C][=C][Branch2][Ring1][S][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][Branch1][S][N][Branch1][C][C][C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],396.4250000000001,1.5485200000000001,119.02,0,8,6
c1([N+](=O)[O-])cc(ccc1N(C)Cc1noc(C)c1)S(=O)(=O)N1CCOCC1,1.5485200000000001,0.5377505909120001,2.5193973464534056,"N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]-4-morpholin-4-ylsulfonyl-2-nitroaniline",[C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][=Branch2][N][Branch1][C][C][C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],396.4250000000001,1.5485200000000001,119.02,0,8,6
